reading_id,machine_id,shift,timestamp,temperature_c,vibration_mm_s,qa_result
R001134,M-15,Evening,2025-06-24 11:01:00,75.7,1.39,Fail
R001135,M-17,NIGHT,2025-06-05 10:26:00,88.8,0.5,Pass
R001136,M-12,Night,2025-06-26 06:18:00,66.9,1.12,Fail
R001137,M-19,morning,2025-06-04 22:15:00,55.0,2.97,Pass
R001138,M-20,Night,2025-06-03 22:26:00,63.6,2.87,Fail
R001139,M-02,Evening,2025-06-22 03:01:00,72.8,4.59,Pass
R001140,M-09,Night,2025-06-12 23:32:00,90.7,0.5,Pass
R001141,M-18,NIGHT,2025-06-06 12:09:00,,0.89,Pass
R001142,M-11,NIGHT,2025-06-14 16:36:00,69.5,2.47,Pass
R001143,M-02,Morning,2025-06-27 05:29:00,87.8,2.16,Pass
R001144,M-12,NIGHT,2025-06-02 00:09:00,93.9,2.52,Fail
R001145,M-01,Morning,2025-06-26 08:52:00,75.1,0.21,Pass
R001146,M-01,Morning,2025-06-26 22:25:00,89.7,1.5,Fail
R001147,M-11,morning,2025-06-15 15:10:00,77.7,3.32,Fail
R001148,M-11,Night,2025-06-18 00:04:00,88.0,2.17,Pass
R001149,M-18,Night,2025-06-20 07:30:00,85.0,3.67,Pass
R001150,M-04,Night,2025-06-26 13:59:00,46.1,3.92,Pass
R001151,M-05,Night,2025-06-09 12:30:00,56.1,3.26,Pass
R001152,M-16,Morning,2025-06-01 05:05:00,47.4,4.56,Pass
R001153,M-19,Morning,2025-06-18 21:25:00,89.3,2.3,Fail
R001154,M-10,Night,2025-06-20 08:10:00,42.8,4.7,Pass
R001155,M-16,Evening,2025-06-14 01:46:00,69.3,2.47,Pass
R001156,M-13,Evening,2025-06-03 11:22:00,91.9,2.7,Pass
R001157,M-15,Evening,2025-06-25 10:06:00,73.2,4.73,Pass
R001158,M-02,Morning,2025-06-20 00:05:00,,3.24,Pass
R001159,M-03,NIGHT,2025-06-01 15:41:00,85.1,4.46,Fail
R001160,M-02,Evening,2025-06-08 03:21:00,50.7,1.65,Pass
R001161,M-12,morning,2025-06-12 08:11:00,51.8,3.91,Pass
R001162,M-18,Evening,2025-06-23 19:29:00,86.7,1.95,Pass
R001163,M-12,Night,2025-06-16 19:03:00,47.6,99.9,Pass
R001164,M-13,NIGHT,2025-06-17 09:18:00,41.3,4.79,Pass
R001165,M-09,NIGHT,2025-06-22 16:57:00,,3.32,Pass
R001166,M-17,morning,2025-06-06 01:51:00,52.3,0.35,Fail
R001167,M-11,Night,2025-06-12 21:17:00,62.3,1.4,Fail
R001168,M-08,Night,2025-06-21 05:45:00,74.2,1.81,Pass
R001169,M-17,Night,2025-06-14 02:23:00,65.0,1.5,Pass
R001170,M-10,Night,2025-06-02 14:28:00,58.1,3.75,Fail
R001171,M-07,morning,2025-06-02 20:05:00,63.5,4.56,Pass
R001172,M-03,NIGHT,2025-06-05 18:05:00,72.5,3.28,Fail
R001173,M-18,morning,2025-06-17 13:33:00,76.0,1.81,Pass
R001174,M-06,Evening,2025-06-27 03:54:00,68.8,0.61,Fail
R001175,M-08,Evening,2025-06-14 03:27:00,44.2,3.37,Pass
R001176,M-15,Morning,2025-06-04 16:27:00,,4.32,Pass
R001177,M-15,morning,2025-06-14 09:41:00,91.7,1.05,Pass
R001178,M-09,NIGHT,2025-06-01 02:45:00,87.6,2.65,Fail
R001179,M-15,Morning,2025-06-12 18:07:00,,2.14,Pass
R001180,M-16,Night,2025-06-28 12:13:00,51.3,3.22,Pass
R001181,M-13,NIGHT,2025-06-25 06:24:00,72.0,3.61,Pass
R001182,M-03,morning,2025-06-05 03:02:00,78.5,2.68,Pass
R001183,M-15,morning,2025-06-14 23:27:00,93.2,1.65,Pass
R001184,M-18,Night,2025-06-09 14:29:00,44.5,3.13,Pass
R001185,M-06,Morning,2025-06-21 08:16:00,86.0,3.71,Pass
R001186,M-11,Evening,2025-06-03 22:45:00,47.4,2.16,Pass
R001187,M-11,morning,2025-06-14 14:47:00,43.4,4.54,Pass
R001188,M-11,NIGHT,2025-06-17 17:14:00,69.6,4.85,Pass
R001189,M-14,NIGHT,2025-06-15 14:36:00,60.6,4.37,Pass
R001190,M-06,morning,2025-06-24 11:26:00,45.0,0.27,Fail
R001191,M-15,Evening,2025-06-05 23:16:00,83.0,3.51,Fail
R001192,M-12,NIGHT,2025-06-14 23:22:00,46.0,3.71,Pass
R001193,M-11,NIGHT,2025-06-08 20:20:00,51.1,4.07,Pass
R001194,M-06,Night,2025-06-16 19:35:00,57.6,2.55,Pass
R001195,M-13,Evening,2025-06-22 04:09:00,54.8,1.12,Pass
R001196,M-10,NIGHT,2025-06-06 17:08:00,68.3,2.12,Fail
R001197,M-16,Morning,2025-06-08 00:03:00,51.3,2.38,Pass
R001198,M-05,NIGHT,2025-06-04 09:07:00,42.4,1.96,Pass
R001199,M-13,Evening,2025-06-14 12:07:00,,1.12,Pass
R001200,M-01,Evening,2025-06-18 01:59:00,93.4,1.12,Pass
R001201,M-13,Night,2025-06-04 08:38:00,79.1,3.23,Pass
R001202,M-02,Evening,2025-06-16 01:17:00,48.3,1.86,Pass
R001203,M-09,Evening,2025-06-16 23:23:00,87.0,0.57,Fail
R001204,M-07,morning,2025-06-24 02:08:00,60.1,1.39,Pass
R001205,M-18,Night,2025-06-08 17:06:00,61.4,3.2,Fail
R001206,M-08,Night,2025-06-14 01:48:00,76.0,0.85,Fail
R001207,M-09,Morning,2025-06-15 13:02:00,91.0,4.67,Fail
R001208,M-02,morning,2025-06-04 11:57:00,92.9,4.97,Pass
R001209,M-01,Night,2025-06-17 15:18:00,76.1,4.57,Fail
R001210,M-16,Night,2025-06-08 12:21:00,50.8,0.35,Pass
R001211,M-02,Night,2025-06-20 01:28:00,,4.52,Fail
R001212,M-08,Night,2025-06-17 15:45:00,92.3,2.07,Pass
R001213,M-19,NIGHT,2025-06-03 21:08:00,68.9,0.85,Pass
R001214,M-07,NIGHT,2025-06-26 15:51:00,82.8,1.56,Pass
R001215,M-19,NIGHT,2025-06-02 22:14:00,42.4,1.79,Pass
R001216,M-16,Evening,2025-06-10 05:07:00,89.9,0.12,Fail
R001217,M-13,morning,2025-06-01 01:03:00,71.8,1.52,Pass
R001218,M-09,morning,2025-06-17 20:26:00,41.4,2.33,Pass
R001219,M-01,Night,2025-06-19 18:25:00,77.4,2.02,Pass
R001220,M-17,NIGHT,2025-06-02 18:30:00,,1.68,Pass
R001221,M-19,morning,2025-06-07 01:20:00,49.0,0.93,Fail
R001222,M-02,Night,2025-06-11 22:23:00,41.0,2.06,Pass
R001223,M-19,Morning,2025-06-02 16:36:00,85.5,4.28,Pass
R001224,M-04,Evening,2025-06-18 09:01:00,81.7,1.77,Pass
R001225,M-03,Night,2025-06-07 16:32:00,85.8,4.88,Fail
R001226,M-18,morning,2025-06-05 22:51:00,47.3,0.81,Fail
R001227,M-18,morning,2025-06-06 11:44:00,54.8,3.61,Fail
R001228,M-10,Night,2025-06-14 13:26:00,47.5,1.38,Fail
R001229,M-06,Night,2025-06-11 21:59:00,41.2,1.23,Fail
R001230,M-02,Morning,2025-06-02 05:44:00,45.3,99.9,Fail
R001231,M-18,Evening,2025-06-13 01:11:00,76.4,1.73,Pass
R001232,M-19,Morning,2025-06-11 14:51:00,58.5,3.82,Pass
R001233,M-13,Morning,2025-06-23 01:24:00,94.9,1.0,Pass
R001234,M-17,Night,2025-06-19 13:32:00,80.4,4.02,Pass
R001235,M-02,NIGHT,2025-06-28 03:04:00,87.8,2.35,Pass
R001236,M-07,morning,2025-06-04 03:29:00,89.8,0.12,Fail
R001237,M-01,morning,2025-06-02 19:24:00,72.9,2.02,Fail
R001238,M-13,Morning,2025-06-06 20:44:00,66.7,1.02,Pass
R001239,M-11,morning,2025-06-22 09:14:00,86.2,0.9,Pass
R001240,M-16,Evening,2025-06-20 12:56:00,50.3,0.81,Pass
R001241,M-20,NIGHT,2025-06-27 00:58:00,65.9,2.31,Pass
R001242,M-07,NIGHT,2025-06-09 07:07:00,78.0,1.05,Fail
R001243,M-03,Night,2025-06-20 16:03:00,,0.88,Fail
R001244,M-06,NIGHT,2025-06-11 03:40:00,,3.63,Pass
R001245,M-07,NIGHT,2025-06-15 19:27:00,49.7,0.9,Pass
R001246,M-20,Morning,2025-06-18 12:17:00,48.0,3.44,Pass
R001247,M-02,Morning,2025-06-13 15:32:00,56.5,0.94,Pass
R001248,M-06,Evening,2025-06-27 20:43:00,94.3,1.33,Pass
R001249,M-13,morning,2025-06-02 04:42:00,68.7,4.14,Fail
R001250,M-19,Evening,2025-06-16 20:36:00,41.9,2.13,Fail
R001251,M-20,Evening,2025-06-09 22:45:00,75.3,2.35,Pass
R001252,M-12,Evening,2025-06-16 13:33:00,70.4,4.08,Fail
R001253,M-07,NIGHT,2025-06-21 08:00:00,68.0,4.72,Pass
R001254,M-20,Morning,2025-06-28 17:38:00,41.2,1.29,Pass
R001255,M-19,Night,2025-06-16 11:40:00,70.9,1.87,Pass
R001256,M-02,NIGHT,2025-06-09 10:15:00,59.0,4.55,Fail
R001257,M-08,Evening,2025-06-09 16:43:00,40.8,2.46,Pass
R001258,M-03,NIGHT,2025-06-20 19:56:00,73.2,1.59,Pass
R001259,M-13,morning,2025-06-13 23:26:00,,3.19,Pass
R001260,M-06,NIGHT,2025-06-05 11:00:00,54.8,1.32,Pass
R001261,M-13,Night,2025-06-02 21:09:00,70.6,3.88,Fail
R001262,M-05,morning,2025-06-01 00:44:00,81.0,1.73,Fail
R001263,M-12,Night,2025-06-05 16:50:00,83.8,3.76,Pass
R001264,M-12,Night,2025-06-19 16:21:00,,1.59,Pass
R001265,M-05,morning,2025-06-19 13:48:00,64.5,4.49,Pass
R001266,M-19,Night,2025-06-03 05:54:00,80.6,2.89,Pass
R001267,M-16,Morning,2025-06-12 07:16:00,51.0,4.13,Fail
R001268,M-10,Night,2025-06-10 00:55:00,93.8,0.86,Pass
R001269,M-11,Night,2025-06-11 05:40:00,47.7,2.1,Pass
R001270,M-10,Evening,2025-06-14 13:54:00,87.8,3.51,Fail
R001271,M-16,Morning,2025-06-16 17:04:00,48.2,4.23,Pass
R001272,M-07,Morning,2025-06-02 22:58:00,73.5,1.74,Pass
R001273,M-18,Evening,2025-06-02 08:56:00,74.1,4.48,Pass
R001274,M-08,Morning,2025-06-09 11:31:00,49.0,1.88,Pass
R001275,M-09,NIGHT,2025-06-21 05:12:00,55.5,2.79,Pass
R001276,M-14,morning,2025-06-18 08:31:00,56.0,0.9,Pass
R001277,M-08,Morning,2025-06-22 05:44:00,94.0,99.9,Pass
R001278,M-17,Morning,2025-06-02 19:27:00,80.2,3.69,Pass
R001279,M-05,Night,2025-06-14 04:45:00,,0.15,Pass
R001280,M-20,Night,2025-06-06 20:43:00,45.8,3.72,Pass
R001281,M-10,NIGHT,2025-06-01 21:34:00,41.4,1.36,Pass
R001282,M-02,Morning,2025-06-20 23:51:00,49.3,1.04,Pass
R001283,M-10,NIGHT,2025-06-08 20:56:00,95.0,1.49,Fail
R001284,M-01,morning,2025-06-14 03:50:00,43.1,1.4,Fail
R001285,M-03,Morning,2025-06-21 20:43:00,,4.25,Fail
R001286,M-03,Morning,2025-06-16 20:07:00,60.4,0.15,Pass
R001287,M-12,NIGHT,2025-06-24 08:56:00,65.1,1.65,Pass
R001288,M-14,Morning,2025-06-20 14:23:00,64.5,4.07,Pass
R001289,M-09,Morning,2025-06-13 01:19:00,68.7,1.79,Pass
R001290,M-11,morning,2025-06-01 22:57:00,71.2,0.69,Fail
R001291,M-15,morning,2025-06-03 08:31:00,77.7,0.42,Fail
R001292,M-18,morning,2025-06-06 05:27:00,45.8,1.74,Pass
R001293,M-03,morning,2025-06-08 22:14:00,87.6,2.41,Pass
R001294,M-09,Evening,2025-06-17 19:54:00,73.9,1.39,Pass
R001295,M-13,Morning,2025-06-20 04:47:00,,0.15,Pass
R001296,M-16,Evening,2025-06-15 10:54:00,59.1,0.7,Pass
R001297,M-16,Evening,2025-06-23 17:19:00,,1.02,Pass
R001298,M-15,Evening,2025-06-15 15:36:00,80.4,2.77,Pass
R001299,M-11,Evening,2025-06-14 16:22:00,91.0,2.79,Pass
R001300,M-02,NIGHT,2025-06-20 12:03:00,77.1,0.73,Fail
R001301,M-08,morning,2025-06-02 18:34:00,45.5,0.17,Fail
R001302,M-03,NIGHT,2025-06-05 11:27:00,91.9,3.56,Pass
R001303,M-02,Morning,2025-06-28 01:59:00,73.6,2.57,Fail
R001304,M-20,morning,2025-06-06 00:48:00,94.7,2.98,Fail
R001305,M-17,NIGHT,2025-06-21 08:45:00,87.2,1.6,Pass
R001306,M-11,NIGHT,2025-06-12 16:35:00,74.2,4.02,Pass
R001307,M-07,Night,2025-06-16 01:17:00,85.1,0.83,Pass
R001308,M-09,Evening,2025-06-22 19:25:00,53.4,4.69,Pass
R001309,M-20,morning,2025-06-20 21:41:00,89.2,2.79,Pass
R001310,M-02,Night,2025-06-04 04:32:00,92.4,0.94,Fail
R001311,M-15,Evening,2025-06-13 08:06:00,50.4,3.71,Pass
R001312,M-16,morning,2025-06-24 12:19:00,52.8,1.99,Pass
R001313,M-17,Morning,2025-06-01 12:38:00,67.1,2.6,Fail
R001314,M-09,Morning,2025-06-23 21:45:00,73.5,1.19,Pass
R001315,M-03,Evening,2025-06-09 16:37:00,80.8,0.58,Pass
R001316,M-15,NIGHT,2025-06-09 02:52:00,43.0,0.98,Fail
R001317,M-14,morning,2025-06-04 19:38:00,85.6,2.0,Fail
R001318,M-01,Morning,2025-06-21 07:23:00,85.4,4.59,Pass
R001319,M-04,Evening,2025-06-18 08:32:00,75.4,4.38,Pass
R001320,M-18,morning,2025-06-27 16:32:00,63.3,0.64,Pass
R001321,M-01,NIGHT,2025-06-13 07:51:00,40.1,1.27,Pass
R001322,M-19,Evening,2025-06-22 17:35:00,61.5,2.47,Pass
R001323,M-01,NIGHT,2025-06-19 23:56:00,52.6,4.04,Fail
R001324,M-19,NIGHT,2025-06-16 18:24:00,42.4,2.02,Pass
R001325,M-16,morning,2025-06-01 09:22:00,83.6,1.77,Pass
R001326,M-17,Morning,2025-06-02 16:19:00,58.7,4.62,Pass
R001327,M-18,Evening,2025-06-02 23:01:00,62.9,3.15,Pass
R001328,M-02,NIGHT,2025-06-23 23:36:00,85.6,1.82,Pass
R001329,M-14,Night,2025-06-15 04:22:00,84.0,2.97,Pass
R001330,M-03,Evening,2025-06-12 21:21:00,51.6,0.42,Pass
R001331,M-12,Morning,2025-06-09 04:40:00,72.8,3.78,Pass
R001332,M-15,morning,2025-06-05 04:43:00,72.0,3.84,Pass
R001333,M-10,NIGHT,2025-06-25 10:06:00,51.6,2.52,Pass
R001334,M-20,Morning,2025-06-11 18:52:00,47.4,4.73,Pass
R001335,M-15,Night,2025-06-26 15:28:00,85.8,3.51,Pass
R001336,M-16,morning,2025-06-20 23:22:00,,0.21,Pass
R001337,M-09,Evening,2025-06-23 11:15:00,58.6,4.37,Pass
R001338,M-11,morning,2025-06-17 03:06:00,75.5,3.36,Fail
R001339,M-06,NIGHT,2025-06-15 15:58:00,42.9,2.74,Pass
R001340,M-02,Evening,2025-06-27 13:03:00,43.2,2.18,Pass
R001341,M-18,morning,2025-06-21 02:53:00,86.8,4.42,Pass
R001342,M-12,Evening,2025-06-15 18:58:00,91.8,4.45,Fail
R001343,M-09,morning,2025-06-13 22:42:00,51.1,4.68,Pass
R001344,M-01,NIGHT,2025-06-05 18:18:00,49.4,2.35,Pass
R001345,M-01,Evening,2025-06-23 10:01:00,69.7,4.3,Pass
R001346,M-01,Evening,2025-06-07 12:31:00,84.1,0.13,Fail
R001347,M-08,Night,2025-06-05 09:46:00,84.7,2.08,Pass
R001348,M-19,morning,2025-06-16 19:33:00,66.9,99.9,Pass
R001349,M-04,morning,2025-06-19 03:21:00,,0.19,Pass
R001350,M-09,Night,2025-06-13 02:23:00,89.3,0.34,Fail
R001351,M-19,Night,2025-06-19 03:27:00,,2.23,Fail
R001352,M-05,Evening,2025-06-22 05:15:00,77.9,4.42,Fail
R001353,M-14,Morning,2025-06-01 20:22:00,58.7,3.92,Pass
R001354,M-06,morning,2025-06-01 21:06:00,81.0,0.98,Pass
R001355,M-14,Night,2025-06-16 01:38:00,72.2,4.52,Pass
R001356,M-13,NIGHT,2025-06-24 01:56:00,84.5,4.53,Fail
R001357,M-07,NIGHT,2025-06-21 11:17:00,93.9,1.83,Pass
R001358,M-18,Morning,2025-06-09 00:29:00,52.8,1.54,Pass
R001359,M-14,Morning,2025-06-14 19:45:00,56.7,1.2,Fail
R001360,M-15,Evening,2025-06-18 04:35:00,82.4,3.27,Pass
R001361,M-17,Night,2025-06-20 22:48:00,58.7,3.91,Pass
R001362,M-20,Night,2025-06-21 03:38:00,61.6,1.16,Fail
R001363,M-09,Evening,2025-06-27 01:14:00,40.9,0.88,Fail
R001364,M-16,NIGHT,2025-06-16 13:26:00,48.6,1.09,Pass
R001365,M-03,Night,2025-06-04 03:47:00,83.4,4.5,Fail
R001366,M-04,morning,2025-06-23 09:19:00,62.2,0.12,Pass
R001367,M-02,Morning,2025-06-01 21:33:00,60.8,4.47,Pass
R001368,M-17,NIGHT,2025-06-21 06:54:00,67.6,0.88,Pass
R001369,M-05,Night,2025-06-20 04:26:00,59.8,0.74,Fail
R001370,M-18,Night,2025-06-12 09:39:00,78.6,4.59,Pass
R001371,M-10,Night,2025-06-01 19:24:00,,4.42,Pass
R001372,M-07,NIGHT,2025-06-10 00:48:00,81.1,1.95,Pass
R001373,M-20,Morning,2025-06-24 19:26:00,46.6,1.36,Pass
R001374,M-02,Evening,2025-06-28 12:50:00,79.1,3.99,Fail
R001375,M-06,NIGHT,2025-06-11 03:30:00,87.6,1.79,Fail
R001376,M-01,morning,2025-06-01 18:11:00,65.6,3.04,Pass
R001377,M-20,Morning,2025-06-14 06:22:00,78.8,3.51,Pass
R001378,M-01,Morning,2025-06-17 08:01:00,43.4,3.58,Fail
R001379,M-08,Night,2025-06-15 12:08:00,43.9,3.07,Fail
R001380,M-20,Night,2025-06-16 19:05:00,55.0,0.53,Fail
R001381,M-07,morning,2025-06-26 11:44:00,68.6,1.59,Pass
R001382,M-10,Evening,2025-06-16 22:21:00,41.3,4.03,Pass
R001383,M-08,NIGHT,2025-06-07 01:08:00,42.5,1.08,Pass
R001384,M-02,Morning,2025-06-21 04:11:00,68.0,2.29,Pass
R001385,M-11,Morning,2025-06-02 13:45:00,82.8,1.03,Pass
R001386,M-16,morning,2025-06-03 17:09:00,75.9,2.02,Pass
R001387,M-07,Evening,2025-06-18 16:56:00,43.7,0.99,Pass
R001388,M-16,Night,2025-06-04 20:20:00,94.7,3.85,Pass
R001389,M-14,Evening,2025-06-07 19:39:00,73.9,2.24,Pass
R001390,M-09,NIGHT,2025-06-08 02:40:00,92.8,1.4,Fail
R001391,M-14,Night,2025-06-25 20:01:00,58.8,2.27,Fail
R001392,M-15,Night,2025-06-23 13:10:00,66.1,99.9,Pass
R001393,M-03,Night,2025-06-18 19:05:00,41.6,2.51,Pass
R001394,M-03,NIGHT,2025-06-18 04:42:00,56.9,4.5,Pass
R001395,M-02,NIGHT,2025-06-08 01:23:00,58.0,3.42,Fail
R001396,M-11,NIGHT,2025-06-20 09:59:00,85.6,2.29,Fail
R001397,M-18,morning,2025-06-22 17:38:00,66.3,1.71,Pass
R001398,M-05,Evening,2025-06-14 13:07:00,91.6,2.41,Pass
R001399,M-10,Night,2025-06-06 05:02:00,,2.31,Pass
R001400,M-05,NIGHT,2025-06-08 10:27:00,63.0,1.84,Pass
R001401,M-11,Evening,2025-06-26 22:40:00,52.3,3.37,Pass
R001402,M-12,morning,2025-06-09 03:14:00,65.0,3.83,Pass
R001403,M-09,Morning,2025-06-11 15:59:00,82.8,2.96,Fail
R001404,M-20,morning,2025-06-17 10:34:00,74.1,1.71,Pass
R001405,M-10,Evening,2025-06-09 05:55:00,77.7,4.29,Pass
R001406,M-15,Morning,2025-06-16 02:17:00,54.1,1.37,Pass
R001407,M-12,NIGHT,2025-06-10 03:25:00,73.6,4.89,Pass
R001408,M-03,NIGHT,2025-06-22 07:43:00,61.2,3.49,Fail
R001409,M-15,Morning,2025-06-13 09:42:00,87.2,2.61,Pass
R001410,M-05,NIGHT,2025-06-21 12:19:00,,4.39,Fail
R001411,M-09,Night,2025-06-11 05:26:00,41.4,4.13,Pass
R001412,M-08,NIGHT,2025-06-15 11:15:00,57.1,4.38,Fail
R001413,M-09,Morning,2025-06-08 02:12:00,73.8,4.98,Pass
R001414,M-18,Morning,2025-06-14 17:21:00,78.4,2.63,Pass
R001415,M-20,NIGHT,2025-06-03 03:04:00,69.7,2.31,Fail
R001416,M-09,Evening,2025-06-23 04:37:00,49.1,2.25,Pass
R001417,M-04,Morning,2025-06-16 23:20:00,64.5,2.33,Pass
R001418,M-18,Morning,2025-06-16 12:52:00,88.9,0.7,Pass
R001419,M-06,Morning,2025-06-23 05:53:00,51.6,4.67,Pass
R001420,M-08,NIGHT,2025-06-23 12:56:00,50.9,1.53,Fail
R001421,M-03,NIGHT,2025-06-06 08:11:00,61.9,2.14,Pass
R001422,M-14,Evening,2025-06-15 03:23:00,81.1,3.34,Pass
R001423,M-16,morning,2025-06-08 20:11:00,91.5,0.47,Fail
R001424,M-06,Night,2025-06-22 03:17:00,71.3,3.18,Fail
R001425,M-05,Night,2025-06-23 11:37:00,62.3,4.88,Pass
R001426,M-15,Morning,2025-06-21 17:54:00,45.6,4.23,Pass
R001427,M-09,NIGHT,2025-06-26 23:26:00,59.8,3.09,Pass
R001428,M-15,NIGHT,2025-06-17 20:47:00,78.1,1.04,Pass
R001429,M-05,NIGHT,2025-06-23 21:08:00,43.0,4.99,Fail
R001430,M-10,Morning,2025-06-11 03:15:00,82.8,1.27,Pass
R001431,M-09,Evening,2025-06-14 00:20:00,,4.37,Pass
R001432,M-03,Night,2025-06-15 07:43:00,68.5,1.01,Fail
R001433,M-03,NIGHT,2025-06-06 03:43:00,85.5,1.73,Pass
R001434,M-03,NIGHT,2025-06-01 02:06:00,64.8,0.23,Pass
R001435,M-16,morning,2025-06-28 13:36:00,50.9,4.37,Fail
R001436,M-04,morning,2025-06-14 13:12:00,57.2,2.81,Fail
R001437,M-13,Night,2025-06-08 08:14:00,59.2,4.94,Fail
R001438,M-12,Evening,2025-06-12 01:30:00,78.2,3.71,Fail
R001439,M-03,Morning,2025-06-05 13:28:00,48.8,4.74,Pass
R001440,M-15,Night,2025-06-28 02:43:00,43.8,2.94,Pass
R001441,M-19,morning,2025-06-22 10:42:00,42.3,0.57,Pass
R001442,M-01,Night,2025-06-20 12:08:00,69.3,3.66,Pass
R001443,M-18,Evening,2025-06-09 11:49:00,42.3,99.9,Fail
R001444,M-11,Night,2025-06-17 21:07:00,61.4,4.58,Fail
R001445,M-13,morning,2025-06-24 05:22:00,68.4,4.04,Fail
R001446,M-14,NIGHT,2025-06-20 17:35:00,52.9,3.2,Pass
R001447,M-10,Night,2025-06-27 09:01:00,67.9,0.67,Pass
R001448,M-07,Evening,2025-06-19 18:34:00,87.3,3.83,Fail
R001449,M-01,morning,2025-06-02 01:08:00,55.1,4.35,Pass
R001450,M-05,NIGHT,2025-06-28 18:05:00,87.5,3.81,Pass
R001451,M-20,Evening,2025-06-13 02:55:00,64.6,4.79,Pass
R001452,M-02,morning,2025-06-28 09:36:00,76.5,2.75,Fail
R001453,M-02,NIGHT,2025-06-27 08:27:00,80.6,2.56,Fail
R001454,M-04,Morning,2025-06-07 07:10:00,91.2,1.16,Fail
R001455,M-19,NIGHT,2025-06-23 23:54:00,50.6,3.81,Pass
R001456,M-04,Night,2025-06-01 02:49:00,83.0,4.76,Pass
R001457,M-20,Night,2025-06-14 13:34:00,67.0,2.19,Pass
R001458,M-18,Morning,2025-06-18 16:04:00,68.2,4.76,Pass
R001459,M-10,Morning,2025-06-01 06:41:00,87.5,1.7,Pass
R001460,M-14,NIGHT,2025-06-01 18:30:00,,3.53,Fail
R001461,M-04,Night,2025-06-10 14:42:00,90.5,2.14,Pass
R001462,M-16,Night,2025-06-09 22:07:00,50.2,3.7,Pass
R001463,M-04,Night,2025-06-13 02:36:00,71.6,3.14,Fail
R001464,M-19,Morning,2025-06-22 13:42:00,,4.85,Pass
R001465,M-20,Morning,2025-06-28 09:50:00,87.5,1.25,Pass
R001466,M-03,morning,2025-06-19 22:42:00,57.4,3.53,Fail
R001467,M-01,Night,2025-06-27 02:54:00,56.6,3.21,Pass
R001468,M-01,NIGHT,2025-06-02 05:48:00,88.9,4.94,Pass
R001469,M-17,Morning,2025-06-05 21:19:00,81.6,1.77,Fail
R001470,M-14,Morning,2025-06-18 12:31:00,56.1,3.08,Pass
R001471,M-07,Night,2025-06-28 15:50:00,67.1,0.72,Pass
R001472,M-19,morning,2025-06-02 12:27:00,92.0,1.92,Pass
R001473,M-07,Morning,2025-06-17 07:55:00,52.1,3.99,Pass
R001474,M-14,Evening,2025-06-15 00:42:00,77.2,4.99,Pass
R001475,M-10,NIGHT,2025-06-23 13:10:00,42.4,2.12,Pass
R001476,M-11,Night,2025-06-05 10:14:00,77.6,2.89,Fail
R001477,M-06,Night,2025-06-02 10:30:00,86.4,4.47,Pass
R001478,M-10,Morning,2025-06-04 15:59:00,90.1,2.87,Pass
R001479,M-07,NIGHT,2025-06-05 11:12:00,74.5,1.25,Pass
R001480,M-13,morning,2025-06-23 15:31:00,64.2,0.23,Pass
R001481,M-05,Morning,2025-06-24 02:10:00,90.3,1.73,Pass
R001482,M-17,Morning,2025-06-12 21:15:00,78.2,1.03,Pass
R001483,M-05,NIGHT,2025-06-01 15:18:00,41.8,3.99,Fail
R001484,M-11,NIGHT,2025-06-15 18:23:00,66.6,3.97,Pass
R001485,M-07,morning,2025-06-02 01:53:00,51.8,2.41,Pass
R001486,M-05,Morning,2025-06-17 18:11:00,93.2,3.97,Pass
R001487,M-19,Night,2025-06-24 15:16:00,59.5,3.49,Pass
R001488,M-09,NIGHT,2025-06-21 21:04:00,92.1,0.48,Fail
R001489,M-09,Morning,2025-06-27 23:11:00,59.2,3.3,Pass
R001490,M-01,Night,2025-06-03 14:34:00,80.9,2.81,Fail
R001491,M-13,Morning,2025-06-23 11:52:00,88.3,0.11,Pass
R001492,M-17,Night,2025-06-14 20:30:00,80.0,0.63,Fail
R001493,M-07,Night,2025-06-24 01:03:00,90.9,0.14,Pass
R001494,M-11,Evening,2025-06-15 11:41:00,58.0,1.32,Pass
R001495,M-05,Night,2025-06-17 10:27:00,63.7,1.43,Pass
R001496,M-05,NIGHT,2025-06-25 16:05:00,64.5,0.41,Pass
R001497,M-20,Evening,2025-06-06 21:07:00,46.7,0.81,Pass
R001498,M-04,morning,2025-06-20 15:06:00,46.0,0.57,Pass
R001499,M-17,Evening,2025-06-08 04:05:00,53.8,99.9,Pass
